year,county,agency_name,agency_code,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2014,Contra Costa,All Combined,All Combined,3650,32232,29.78,8.46,26879,12146,14720,13,2,0,2,0,0,0,152,60,92,,,1089219,270126,507576,93673,3268,165561,50104,0.24,0.46,0.08,0,0.15,0.04,2467.7314663075100,1115.1109189244800,1351.427031662140,1.1935157208972700,335.1024908673090,2959.1845166123600,0.18361780321496400,0,0.18361780321496400,0,0,0,13.954953044337300,5.508534096448920,8.446418947888350
2005,Del Norte,All Combined,All Combined,120,804,55.83,29.47,1984,627,1348,9,0,0,0,0,0,0,1,0,1,,,28251,4548,19041,961,1243,989,1469,0.16,0.67,0.03,0.04,0.03,0.05,7022.760256274110,2219.3904640543700,4771.512512831400,31.857279388340200,424.7637251778700,2845.916958691730,0,0,0,0,0,0,3.5396977098155800,0,3.5396977098155800
2006,Del Norte,All Combined,All Combined,94,667,53.19,24.58,1763,512,1247,4,0,0,0,0,0,0,2,1,1,,,28296,4556,19072,962,1245,990,1471,0.16,0.67,0.03,0.04,0.03,0.05,6230.5626236923900,1809.4430308170800,4406.983319197060,14.13627367825840,332.20243143907300,2357.22363584959,0,0,0,0,0,0,7.068136839129210,3.5340684195646000,3.5340684195646000
2007,Del Norte,All Combined,All Combined,86,514,63.95,19.45,1917,481,1429,7,1,0,1,0,0,0,1,0,1,,,28378,4569,19127,965,1249,993,1476,0.16,0.67,0.03,0.04,0.03,0.05,6755.232926915220,1694.9749806187900,5035.590950736490,24.666995559940800,303.05165973641600,1811.2622454013700,3.523856508562970,0,3.523856508562970,0,0,0,3.523856508562970,0,3.523856508562970
2008,Del Norte,All Combined,All Combined,114,580,50,28.79,1672,456,1211,5,0,0,0,0,0,0,4,1,3,,,28526,4593,19227,970,1255,998,1483,0.16,0.67,0.03,0.04,0.03,0.05,5861.3194980018200,1598.5416812732200,4245.249947416390,17.52786931220640,399.6354203183060,2033.2328402159400,0,0,0,0,0,0,14.022295449765100,3.5055738624412800,10.516721587323800
2009,Del Norte,All Combined,All Combined,108,643,40.74,24.88,1710,437,1268,5,1,0,1,0,0,0,2,0,2,,,28565,4599,19253,971,1257,1000,1485,0.16,0.67,0.03,0.04,0.03,0.05,5986.346928058810,1529.8442149483600,4438.998774724310,17.50393838613690,378.08506914055700,2251.006476457200,3.5007876772273800,0,3.5007876772273800,0,0,0,7.0015753544547500,0,7.0015753544547500
2010,Del Norte,All Combined,All Combined,111,747,40.54,21.01,1668,540,1116,12,1,0,1,0,0,0,5,5,0,,,28581,5316,18235,1000,1258,657,2086,0.18,0.63,0.03,0.04,0.02,0.07,5836.044924950140,1889.3670620342200,3904.6919282040500,41.98593471187150,388.3698960848120,2613.6244358140000,3.49882789265596,0,3.49882789265596,0,0,0,17.4941394632798,17.4941394632798,0
2011,Del Norte,All Combined,All Combined,160,761,57.5,30.22,1633,547,1078,8,2,0,2,0,0,0,1,0,1,,,28547,5310,18213,999,1256,657,2084,0.18,0.63,0.03,0.04,0.02,0.07,5720.390934248780,1916.1382982450000,3776.2286755175700,28.023960486215700,560.4792097243140,2665.77924125127,7.005990121553930,0,7.005990121553930,0,0,0,3.502995060776960,0,3.502995060776960
2012,Del Norte,All Combined,All Combined,155,687,64.51,33.04,1528,448,1075,5,0,0,0,0,0,0,2,1,1,,,28501,5301,18184,998,1254,656,2081,0.18,0.63,0.03,0.04,0.02,0.07,5361.21539595102,1571.8746710641700,3771.797480790150,17.543244096698400,543.8405669976490,2410.441738886350,0,0,0,0,0,0,7.017297638679340,3.508648819339670,3.508648819339670
2013,Del Norte,All Combined,All Combined,175,589,73.71,42.78,1962,597,1355,10,0,0,0,0,0,0,5,5,0,,,28332,5270,18076,992,1247,652,2068,0.18,0.63,0.03,0.04,0.02,0.07,6925.031766200760,2107.157983905130,4782.578003670760,35.29577862487650,617.6761259353380,2078.921361005220,0,0,0,0,0,0,17.64788931243820,17.64788931243820,0
2014,Del Norte,All Combined,All Combined,165,649,61.81,34.36,1762,589,1173,0,0,0,0,0,0,0,5,4,1,,,28051,5217,17897,982,1234,645,2048,0.18,0.63,0.03,0.04,0.02,0.07,6281.41599229974,2099.7468895939500,4181.669102705790,0,588.214323910021,2313.643007379420,0,0,0,0,0,0,17.82467648212180,14.259741185697500,3.5649352964243700
2005,El Dorado,All Combined,All Combined,482,3632,66.8,14.09,6835,2129,4685,21,2,0,2,0,0,0,15,11,4,,,171739,19750,138593,687,1030,7213,4465,0.11,0.8,0,0,0.04,0.02,3979.8764404124900,1239.6718275988600,2727.976755425380,12.227857388246100,280.6584410064110,2114.8370492433300,1.1645578464996300,0,1.1645578464996300,0,0,0,8.734183848747230,6.4050681557479700,2.3291156929992600
2006,El Dorado,All Combined,All Combined,614,3488,71,17.66,6928,2181,4728,19,1,1,0,0,0,0,13,9,4,,,174218,20035,140594,697,1045,7317,4530,0.11,0.8,0,0,0.04,0.02,3976.6269845825300,1251.879828720340,2713.841279316720,10.905876545477500,352.4320104696420,2002.0893363487100,0.573993502393553,0.573993502393553,0,0,0,0,7.461915531116190,5.165941521541980,2.295974009574210
2007,El Dorado,All Combined,All Combined,471,3112,57.11,17.48,6534,2074,4406,54,2,2,0,1,1,0,9,6,3,,,176226,20266,142214,705,1057,7401,4582,0.11,0.8,0,0,0.04,0.02,3707.738926151650,1176.8978470827200,2500.1986086048600,30.64247046406320,267.2704368254400,1765.914223780830,1.134906313483820,1.134906313483820,0,0.567453156741911,0.567453156741911,0,5.1070784106772000,3.404718940451470,1.702359470225730
2008,El Dorado,All Combined,All Combined,451,3080,63.85,19.48,6461,1930,4465,66,2,2,0,0,0,0,12,11,1,,,177897,20458,143563,712,1067,7472,4625,0.11,0.8,0,0,0.04,0.02,3631.876872572330,1084.8974406538600,2509.879312186260,37.10011973220460,253.51748483673100,1731.3389208362100,1.1242460524910500,1.1242460524910500,0,0,0,0,6.7454763149462900,6.183353288700760,0.5621230262455240
2009,El Dorado,All Combined,All Combined,520,2650,70.19,22.64,6819,2031,4734,54,1,0,1,0,0,0,13,8,5,,,179150,20602,144574,717,1075,7524,4658,0.11,0.8,0,0,0.04,0.02,3806.3075634942800,1133.6868545911200,2642.4783700809400,30.14233882221600,290.2595590287470,1479.2073681272700,0.5581914596706670,0,0.5581914596706670,0,0,0,7.256488975718670,4.465531677365340,2.790957298353340
2010,El Dorado,All Combined,All Combined,485,2780,65.97,20.93,6066,1869,4181,16,1,1,0,0,0,0,14,9,5,,,180682,22405,143281,1445,1084,6866,5240,0.12,0.79,0,0,0.03,0.02,3357.2796404733200,1034.4140534198200,2314.0102500525800,8.855337000918740,268.4274028403490,1538.6148039096300,0.5534585625574210,0.5534585625574210,0,0,0,0,7.748419875803900,4.981127063016790,2.767292812787110
2011,El Dorado,All Combined,All Combined,390,3093,65.12,19.26,5740,1833,3902,5,0,0,0,0,0,0,18,11,7,,,180483,22380,143123,1444,1083,6858,5234,0.12,0.79,0,0,0.03,0.02,3180.3549364760100,1015.60811821612,2161.976474238570,2.7703440213205700,216.08683366300400,1713.734811588900,0,0,0,0,0,0,9.973238476754040,6.094756846905250,3.8784816298487900
2012,El Dorado,All Combined,All Combined,444,2951,67.11,19.82,5798,1863,3918,17,0,0,0,0,0,0,6,3,3,,,179695,22282,142498,1438,1078,6828,5211,0.12,0.79,0,0,0.03,0.02,3226.578368902860,1036.7567266757600,2180.361167533880,9.460474693230200,247.08533904671800,1642.2271070424900,0,0,0,0,0,0,3.3389910681988900,1.6694955340994500,1.6694955340994500
2013,El Dorado,All Combined,All Combined,390,3272,67.43,15.55,5851,2019,3828,4,1,0,1,0,0,0,20,19,1,,,181658,22526,144055,1453,1090,6903,5268,0.12,0.79,0,0,0.03,0.02,3220.887601977340,1111.4291690979800,2107.2564929703100,2.201939909059880,214.68914113333800,1801.1868456109800,0.5504849772649700,0,0.5504849772649700,0,0,0,11.009699545299400,10.459214568034400,0.5504849772649700
2014,El Dorado,All Combined,All Combined,409,3138,58.67,16.95,5968,2066,3901,1,3,0,3,0,0,0,16,11,5,,,183287,22728,145347,1466,1100,6965,5315,0.12,0.79,0,0,0.03,0.02,3256.0956314414000,1127.1939635653400,2128.3560754445200,0.5455924315417900,223.14730450059200,1712.069050178140,1.636777294625370,0,1.636777294625370,0,0,0,8.729478904668630,6.001516746959690,2.7279621577089500
2005,Fresno,All Combined,All Combined,5574,41890,52.08,13.77,48274,17651,30235,388,3,0,3,0,0,0,509,70,439,,,866058,416574,308317,42437,5196,76213,18187,0.48,0.35,0.04,0,0.08,0.02,5573.991580240580,2038.0852090737600,3491.1056765251300,44.800694641698400,643.605855496976,4836.858501393670,0.34639712351828600,0,0.34639712351828600,0,0,0,58.77204529026920,8.082599548760010,50.68944574150920
2006,Fresno,All Combined,All Combined,4895,39437,48.27,13.93,50368,17815,32025,528,6,3,3,0,0,0,365,59,306,,,879128,422861,312970,43077,5275,77363,18462,0.48,0.35,0.04,0,0.08,0.02,5729.3135925599,2026.4398358373300,3642.81424320463,60.0595135179405,556.8017399059070,4485.922414028450,0.6824944717947790,0.34124723589738900,0.34124723589738900,0,0,0,41.518413700849000,6.711195639315320,34.8072180615337
2007,Fresno,All Combined,All Combined,4450,35941,50.11,13.74,51151,18214,32412,525,5,3,2,0,0,0,455,83,372,,,893088,429575,317939,43761,5359,78592,18755,0.48,0.35,0.04,0,0.08,0.02,5727.431115410800,2039.440682217210,3629.205632591640,58.784800601956400,498.27116700705900,4024.3514636855500,0.5598552438281560,0.33591314629689300,0.22394209753126200,0,0,0,50.94682718836220,9.293597047547390,41.65323014081480
2008,Fresno,All Combined,All Combined,4287,37249,49.31,15.28,50599,16486,33702,411,6,2,4,0,0,0,458,67,391,,,906521,436037,322721,44420,5439,79774,19037,0.48,0.35,0.04,0,0.08,0.02,5581.668819586090,1818.6010031758800,3717.7296499474400,45.338166462773600,472.9068604036750,4109.00574835001,0.6618710432521700,0.22062368108405700,0.44124736216811300,0,0,0,50.522822968248900,7.390893316315890,43.13192965193300
2009,Fresno,All Combined,All Combined,4694,35152,50.31,15.15,47044,14957,31710,377,13,7,6,0,0,0,404,77,327,,,918560,441827,327007,45009,5511,80833,19290,0.48,0.35,0.04,0,0.08,0.02,5121.494513151020,1628.309527956800,3452.1424838878200,41.042501306392600,511.01724438251200,3826.859432154680,1.4152586657376800,0.7620623584741330,0.6531963072635430,0,0,0,43.981884689078600,8.382685943215470,35.59919874586310
2010,Fresno,All Combined,All Combined,4976,39398,46.42,13.23,43108,14706,27990,412,5,2,3,2,2,0,456,82,374,,,929758,476036,293804,44628,4649,89257,20455,0.51,0.31,0.04,0,0.09,0.02,4636.47529787321,1581.7019052269500,3010.4607865702700,44.31260607598970,535.1930287236030,4237.44673345107,0.5377743455823990,0.21510973823296000,0.3226646073494390,0.21510973823296000,0.21510973823296000,0,49.045020317114800,8.819499267551340,40.22552104956340
2011,Fresno,All Combined,All Combined,5803,41761,46.82,11.7,39984,17313,22463,208,11,6,5,0,0,0,600,89,511,,,936089,479278,295804,44932,4680,89865,20594,0.51,0.31,0.04,0,0.09,0.02,4271.3887247900600,1849.5036262577600,2399.6649891196200,22.220109412673400,619.9196871237670,4461.221101839680,1.1751019400933000,0.6409646945963470,0.534137245496956,0,0,0,64.09646945963470,9.507642969845820,54.5888264897889
2012,Fresno,All Combined,All Combined,5104,41853,46.61,11.92,44427,20362,23871,194,10,2,8,0,0,0,526,114,412,,,945058,483870,298638,45363,4725,90726,20791,0.51,0.31,0.04,0,0.09,0.02,4700.981315432490,2154.5767561356000,2525.876718677580,20.527840619305900,540.0726727883370,4428.61707958665,1.0581361143972100,0.21162722287944200,0.8465088915177690,0,0,0,55.65795961729330,12.062751704128200,43.59520791316510
2013,Fresno,All Combined,All Combined,4868,36698,49.75,14.35,47389,22480,24752,157,7,0,7,0,0,0,604,118,486,,,954040,488468,301477,45794,4770,91588,20989,0.51,0.31,0.04,0,0.09,0.02,4967.192151272480,2356.2953335289900,2594.4404846756900,16.4563330677959,510.25114250974800,3846.589241541230,0.7337218565259320,0,0.7337218565259320,0,0,0,63.3097144773804,12.368454152865700,50.941260324514700
2014,Fresno,All Combined,All Combined,4547,32535,50.14,14.21,47327,21156,26018,153,9,0,9,2,0,2,531,124,407,,,963375,493248,304427,46242,4817,92484,21194,0.51,0.31,0.04,0,0.09,0.02,4912.624886466850,2196.0295834955200,2700.713636953420,15.8816660179058,471.9865057739720,3377.189567925260,0.9342156481121060,0,0.9342156481121060,0.20760347735824600,0,0.20760347735824600,55.118723238614200,12.871415596211200,42.24730764240300
2005,Glenn,All Combined,All Combined,73,825,73.97,15.15,2538,651,1701,186,0,0,0,0,0,0,3,1,2,,,27394,9478,15834,192,466,849,603,0.34,0.57,0,0.01,0.03,0.02,9264.802511498870,2376.4327955026600,6209.388917281160,678.9807987150470,266.4817113236480,3011.6083813973900,0,0,0,0,0,0,10.951303205081400,3.6504344016938000,7.300868803387600
2006,Glenn,All Combined,All Combined,77,670,77.92,12.23,2457,598,1631,228,0,0,0,0,0,0,5,1,4,,,27628,9559,15969,193,470,856,608,0.34,0.57,0,0.01,0.03,0.02,8893.151874909510,2164.470826697550,5903.431301578110,825.2497466338500,278.7027653105550,2425.0760098450800,0,0,0,0,0,0,18.09758216302300,3.619516432604600,14.478065730418400
2007,Glenn,All Combined,All Combined,70,602,50,11.79,2304,516,1595,193,0,0,0,0,0,0,3,0,3,,,27872,9644,16110,195,474,864,613,0.34,0.57,0,0.01,0.03,0.02,8266.360505166470,1851.3203214695800,5722.588978185990,692.451205510907,251.14810562571800,2159.873708381170,0,0,0,0,0,0,10.763490241102200,0,10.763490241102200
2008,Glenn,All Combined,All Combined,63,603,44.44,10.11,2001,449,1433,119,1,0,1,0,0,0,2,0,2,,,28066,9711,16222,196,477,870,617,0.34,0.57,0,0.01,0.03,0.02,7129.623031425920,1599.8004703199600,5105.821991021160,424.00057008480000,224.4708900448940,2148.5070904297000,3.563030000712610,0,3.563030000712610,0,0,0,7.126060001425210,0,7.126060001425210
2009,Glenn,All Combined,All Combined,54,566,44.44,9.71,1789,433,1283,73,0,0,0,0,0,0,3,0,3,,,28088,9718,16235,197,477,871,618,0.34,0.57,0,0.01,0.03,0.02,6369.268014810600,1541.5835944175400,4567.786955283400,259.89746510965500,192.25291939618300,2015.0954144118500,0,0,0,0,0,0,10.680717744232400,0,10.680717744232400
2010,Glenn,All Combined,All Combined,73,610,53.42,7.04,1660,466,1098,96,0,0,0,0,0,0,4,1,3,,,28120,10939,15297,225,506,731,422,0.38,0.54,0,0.01,0.02,0.01,5903.271692745380,1657.1834992887600,3904.6941678520600,341.3940256045520,259.601706970128,2169.2745376955900,0,0,0,0,0,0,14.22475106685630,3.5561877667140800,10.668563300142200
2011,Glenn,All Combined,All Combined,65,642,58.46,5.76,1402,479,823,100,0,0,0,0,0,0,2,0,2,,,28105,10933,15289,225,506,731,422,0.38,0.54,0,0.01,0.02,0.01,4988.436221312930,1704.323074186090,2928.3045721401900,355.80857498665700,231.27557374132700,2284.291051414340,0,0,0,0,0,0,7.116171499733140,0,7.116171499733140
2012,Glenn,All Combined,All Combined,78,732,53.84,10.65,1290,442,712,136,1,0,1,0,0,0,2,0,2,,,28524,11096,15517,228,513,742,428,0.38,0.54,0,0.01,0.02,0.01,4522.507362221290,1549.5722900014000,2496.1435983733000,476.79147384658500,273.45393352965900,2566.259991586030,3.5058196606366600,0,3.5058196606366600,0,0,0,7.0116393212733100,0,7.0116393212733100
2013,Glenn,All Combined,All Combined,151,714,52.98,15.68,1218,447,678,93,0,0,0,0,0,0,3,2,1,,,28583,11119,15549,229,514,743,429,0.38,0.54,0,0.01,0.02,0.01,4261.274183955500,1563.8666340132200,2372.0393240737500,325.36822586852300,528.2860441521180,2497.988314732530,0,0,0,0,0,0,10.495749221565300,6.997166147710180,3.4985830738550900
2014,Glenn,All Combined,All Combined,125,527,41.6,12.33,1170,356,745,69,0,0,0,0,0,0,11,1,10,,,28694,11162,15610,230,516,746,430,0.38,0.54,0,0.01,0.02,0.01,4077.507492855650,1240.6774935526600,2596.3616086986800,240.46839060430800,435.63114239910800,1836.6208963546400,0,0,0,0,0,0,38.33554053112150,3.4850491391928600,34.85049139192860
2005,Humboldt,All Combined,All Combined,394,4820,51.01,17.88,8200,1923,6038,239,0,0,0,0,0,0,13,7,6,,,131467,10912,103990,1315,6705,3155,5390,0.08,0.79,0.01,0.05,0.02,0.04,6237.30670054082,1462.7244859926800,4592.787543642130,181.79467090600700,299.6949804894000,3666.319304464240,0,0,0,0,0,0,9.888413061833010,5.324530110217770,4.563882951615230
2006,Humboldt,All Combined,All Combined,408,4254,48.28,15.77,8367,1882,6193,292,4,3,1,0,0,0,7,3,4,,,131958,10953,104379,1320,6730,3167,5410,0.08,0.79,0.01,0.05,0.02,0.04,6340.653844405040,1426.2113702844800,4693.159944830930,221.28252928962200,309.18928750056800,3223.7530123221000,3.031267524515380,2.273450643386530,0.757816881128844,0,0,0,5.304718167901910,2.273450643386530,3.031267524515380
2007,Humboldt,All Combined,All Combined,482,3824,63.07,14.3,9459,1961,7127,371,3,1,2,0,0,0,9,7,2,,,132443,10993,104762,1324,6755,3179,5430,0.08,0.79,0,0.05,0.02,0.04,7141.940306395960,1480.6369532553600,5381.182848470660,280.1205046699330,363.93014353344500,2887.2798109375400,2.265125374689490,0.755041791563163,1.510083583126330,0,0,0,6.795376124068470,5.285292540942140,1.510083583126330
2008,Humboldt,All Combined,All Combined,459,3662,41.83,14.17,9159,1831,6876,452,1,0,1,0,0,0,13,4,9,,,132931,11033,105148,1329,6779,3190,5450,0.08,0.79,0,0.05,0.02,0.04,6890.040697805630,1377.406323581410,5172.608345683100,340.02602854112300,345.2919183636620,2754.812647162810,0.7522699746485020,0,0.7522699746485020,0,0,0,9.779509670430520,3.0090798985940100,6.7704297718365200
2009,Humboldt,All Combined,All Combined,541,4045,39.18,11.05,10018,2138,7460,420,0,0,0,0,0,0,13,5,8,,,133484,11079,105586,1335,6808,3204,5473,0.08,0.79,0.01,0.05,0.02,0.04,7505.01932815918,1601.6900901980800,5588.684786191600,314.64445176950000,405.29202001738000,3030.325731922930,0,0,0,0,0,0,9.738994935722630,3.7457672829702400,5.99322765275239
2010,Humboldt,All Combined,All Combined,529,4315,42.34,16.73,9927,2179,7445,303,0,0,0,0,0,0,14,9,5,,,134353,13838,102511,1612,6852,3493,6046,0.1,0.76,0.01,0.05,0.02,0.04,7388.74457585614,1621.8469256362000,5541.372354915780,225.52529530416100,393.7388819006650,3211.6886113447400,0,0,0,0,0,0,10.42031067411970,6.698771147648360,3.7215395264713100
2011,Humboldt,All Combined,All Combined,440,4211,50,10.56,8738,2000,6502,236,1,1,0,0,0,0,6,5,1,,,134585,13862,102688,1615,6864,3499,6056,0.1,0.76,0.01,0.05,0.02,0.04,6492.551175836830,1486.0497083627400,4831.147601887280,175.3538655868040,326.93093583980400,3128.877660957760,0.7430248541813720,0.7430248541813720,0,0,0,0,4.458149125088230,3.7151242709068600,0.7430248541813720
2012,Humboldt,All Combined,All Combined,389,4850,42.15,11.46,9067,2486,6315,266,3,1,2,0,0,0,2,2,0,,,134509,13854,102630,1614,6860,3497,6053,0.1,0.76,0.01,0.05,0.02,0.04,6740.812882409360,1848.2034659390800,4694.853132504140,197.75628396612900,289.19997918354900,3605.7066813373100,2.2303340296931800,0.7434446765643940,1.486889353128790,0,0,0,1.486889353128790,1.486889353128790,0
2013,Humboldt,All Combined,All Combined,474,4984,49.36,14.32,9022,2448,6411,163,2,0,2,0,0,0,4,0,4,,,134798,13884,102851,1618,6875,3505,6066,0.1,0.76,0.01,0.05,0.02,0.04,6692.977640617810,1816.0506832445600,4756.005281977480,120.92167539577700,351.63726464784300,3697.384234187450,1.4837015385985000,0,1.4837015385985000,0,0,0,2.967403077196990,0,2.967403077196990
2014,Humboldt,All Combined,All Combined,485,4787,42.47,12.82,8444,2372,5978,94,3,2,1,0,0,0,9,2,7,,,134790,13883,102845,1617,6874,3505,6066,0.1,0.76,0.01,0.05,0.02,0.04,6264.559685436600,1759.7744639810100,4435.047110319760,69.73811113584090,359.81897766896700,3551.4504043326700,2.2256843979523700,1.4837895986349100,0.7418947993174570,0,0,0,6.677053193857110,1.4837895986349100,5.193263595222200
2005,Imperial,All Combined,All Combined,785,6229,48.66,10.46,8692,2668,5978,46,2,0,2,0,0,0,43,11,32,,,155793,118558,26017,5141,1714,3116,1246,0.76,0.16,0.03,0.01,0.02,0,5579.198038422780,1712.5288042466600,3837.1428754822100,29.52635869390790,503.87372988516800,3998.254093572880,1.2837547258220800,0,1.2837547258220800,0,0,0,27.600726605174800,7.060650992021460,20.540075613153400
2006,Imperial,All Combined,All Combined,663,6388,36.34,7.24,8728,2616,6081,31,3,0,3,0,0,0,33,5,28,,,160088,121827,26735,5283,1761,3202,1281,0.76,0.16,0.03,0.01,0.02,0,5452.001399230420,1634.1012443156300,3798.5358053070800,19.364349607715800,414.14721902953400,3990.305332067360,1.8739693168757200,0,1.8739693168757200,0,0,0,20.6136624856329,3.1232821947928600,17.490380290840000
